year,make,manufacturer,model,drivetrain,vehicle_class,engine_size,cylinders,transmission,trans_type,num_gears,fuel_type,city,hwy,comb,comb_mpg,co2
2013,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,3.7,6,M6,M,6,X,12.7,8.1,10.6,27,244
2013,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,5,8,A6,A,6,X,13.3,9.3,11.5,25,265
2013,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,5,8,M6,M,6,X,15.4,9.4,12.7,22,292
2013,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,5.8,8,M6,M,6,Z,16,10.1,13.3,21,306
2014,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,3.7,6,A6,A,6,X,12.1,7.8,10.2,28,235
2014,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,3.7,6,M6,M,6,X,12.7,8.1,10.6,27,244
2014,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,5,8,A6,A,6,X,13.3,9.3,11.5,25,264
2014,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,5,8,M6,M,6,X,15.4,9.4,12.7,22,292
2014,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,5.8,8,M6,M,6,Z,15.9,9.9,13.2,21,304
2015,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,2.3,4,AS6,A,6,X,11,7.4,9.4,30,216
2015,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,2.3,4,M6,M,6,X,10.6,7.5,9.2,31,212
2015,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,3.7,6,AS6,A,6,X,12.6,8.5,10.7,26,246
2015,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,3.7,6,M6,M,6,X,13.5,8.3,11.2,25,258
2015,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,5,8,AS6,A,6,X,14.9,9.5,12.4,23,285
2015,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,5,8,M6,M,6,X,15.2,9.3,12.5,23,288
2016,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,2.3,4,AS6,A,6,X,11,7.4,9.4,30,219
2016,FIAT,FCA,500X AWD,AWD,SUV - SMALL,2.4,4,A9,A,9,X,11,7.9,9.6,29,224
2016,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,2.3,4,M6,M,6,X,10.6,7.6,9.2,31,217
2016,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,3.7,6,AS6,A,6,X,12.6,8.5,10.7,26,253
2016,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,3.7,6,M6,M,6,X,13.6,8.4,11.2,25,264
2016,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,5,8,AS6,A,6,X,14.9,9.5,12.4,23,292
2016,FORD,Ford,EDGE AWD,AWD,SUV - SMALL,2,4,AS6,A,6,X,11.8,8.4,10.3,27,240
2016,FORD,Ford,EDGE AWD,AWD,SUV - SMALL,2.7,6,AS6,A,6,X,13.6,9.8,11.9,24,278
2016,FORD,Ford,EDGE AWD,AWD,SUV - SMALL,3.5,6,AS6,A,6,X,13.7,9.6,11.8,24,278
2016,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,5,8,M6,M,6,X,15.5,9.4,12.7,22,298
2017,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,2.3,4,AS6,A,6,X,11,7.9,9.6,29,226
2017,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,2.3,4,M6,M,6,X,11.2,7.8,9.8,29,230
2016,FORD,Ford,ESCAPE AWD,AWD,SUV - SMALL,1.6,4,AS6,A,6,X,10.5,7.9,9.4,30,220
2016,FORD,Ford,ESCAPE AWD,AWD,SUV - SMALL,2,4,AS6,A,6,X,11.4,8.4,10,28,236
2016,FORD,Ford,EXPEDITION 4X4,4WD,SUV - STANDARD,3.5,6,AS6,A,6,X,16.2,11.9,14.3,20,334
2016,FORD,Ford,EXPEDITION EL 4X4,4WD,SUV - STANDARD,3.5,6,AS6,A,6,X,16.4,12.1,14.4,20,338
2017,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,3.7,6,AS6,A,6,X,12.8,8.9,11.1,25,259
2017,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,3.7,6,M6,M,6,X,13.8,8.8,11.5,25,271
2017,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,5,8,AS6,A,6,X,15.6,9.6,12.9,22,303
2016,FORD,Ford,EXPLORER AWD,AWD,SUV - STANDARD,2.3,4,AS6,A,6,X,13.1,9.1,11.3,25,265
2016,FORD,Ford,EXPLORER AWD,AWD,SUV - STANDARD,3.5,6,AS6,A,6,X,14.9,10.7,13,22,305
2016,FORD,Ford,EXPLORER FFV AWD,AWD,SUV - STANDARD,3.5,6,AS6,A,6,X,14.4,10.4,12.6,22,295
2016,FORD,Ford,EXPLORER FFV AWD,AWD,SUV - STANDARD,3.5,6,AS6,A,6,E,19.7,14.1,17.2,16,282
2017,FORD,Ford,MUSTANG,2WD,SUBCOMPACT,5,8,M6,M,6,X,15.8,9.8,13.1,22,307
2018,Ford,Ford,Mustang,2WD,SUBCOMPACT,2.3,4,AS10,A,10,X,11,7.4,9.4,30,219
2018,Ford,Ford,Mustang,2WD,SUBCOMPACT,2.3,4,M6,M,6,X,11,7.7,9.5,30,222
2018,Ford,Ford,Mustang,2WD,SUBCOMPACT,5,8,AS10,A,10,X,15.1,9.3,12.5,23,291
2018,Ford,Ford,Mustang,2WD,SUBCOMPACT,5,8,M6,M,6,X,15.5,9.5,12.8,22,300
2019,Ford,Ford,Mustang,2WD,SUBCOMPACT,2.3,4,AS10,A,10,X,11.2,7.3,9.4,30,221
2019,Ford,Ford,Mustang,2WD,SUBCOMPACT,2.3,4,M6,M,6,X,11.2,7.9,9.7,29,227
2019,Ford,Ford,Mustang,2WD,SUBCOMPACT,5,8,AS10,A,10,X,15,9.1,12.3,23,289
2019,Ford,Ford,Mustang,2WD,SUBCOMPACT,5,8,M6,M,6,X,16.1,9.9,13.3,21,311
2017,FORD,Ford,MUSTANG (Performance Pkg),2WD,SUBCOMPACT,2.3,4,AS6,A,6,X,11.8,8.3,10.2,28,239
2016,FORD,Ford,F-150 4X4,4WD,PICKUP TRUCK - STANDARD,2.7,6,AS6,A,6,X,13.1,10.1,11.7,24,275
2016,FORD,Ford,F-150 4X4,4WD,PICKUP TRUCK - STANDARD,3.5,6,AS6,A,6,X,14.7,10.7,12.9,22,303
2016,FORD,Ford,F-150 4X4 (Payload Pkg),4WD,PICKUP TRUCK - STANDARD,2.7,6,AS6,A,6,X,13.3,10.7,12.3,23,288
2016,FORD,Ford,F-150 4X4 (Payload Pkg),4WD,PICKUP TRUCK - STANDARD,3.5,6,AS6,A,6,X,15.6,11.7,13.8,20,324
2016,FORD,Ford,F-150 FFV 4X4,4WD,PICKUP TRUCK - STANDARD,3.5,6,A6,A,6,X,14,10.6,12.5,23,292
2016,FORD,Ford,F-150 FFV 4X4,4WD,PICKUP TRUCK - STANDARD,3.5,6,A6,A,6,E,19.1,14.3,16.9,17,278
2016,FORD,Ford,F-150 FFV 4X4,4WD,PICKUP TRUCK - STANDARD,5,8,AS6,A,6,X,16,11.3,13.8,20,324
2016,FORD,Ford,F-150 FFV 4X4,4WD,PICKUP TRUCK - STANDARD,5,8,AS6,A,6,E,21.6,15.1,18.7,15,306
2016,FORD,Ford,F-150 FFV 4X4 (Payload Pkg),4WD,PICKUP TRUCK - STANDARD,5,8,AS6,A,6,X,16.8,12.4,14.8,19,347
2016,FORD,Ford,F-150 FFV 4X4 (Payload Pkg),4WD,PICKUP TRUCK - STANDARD,5,8,AS6,A,6,E,21.8,15.3,18.8,15,310
2017,FORD,Ford,MUSTANG (Performance Pkg),2WD,SUBCOMPACT,2.3,4,M6,M,6,X,11.2,8.4,9.8,29,230
2017,FORD,Ford,MUSTANG (Performance Pkg),2WD,SUBCOMPACT,5,8,M6,M,6,X,16.7,10.2,13.8,20,324
2018,Ford,Ford,Mustang (Performance Pkg),2WD,SUBCOMPACT,2.3,4,AS10,A,10,X,11.8,8.1,10.1,28,236
2018,Ford,Ford,Mustang (Performance Pkg),2WD,SUBCOMPACT,2.3,4,M6,M,6,X,11.8,8.4,10.3,27,240
2019,Ford,Ford,Mustang (Performance Pkg),2WD,SUBCOMPACT,2.3,4,AS10,A,10,X,11.8,8.4,10.3,27,242
2016,FORD,Ford,FLEX AWD,AWD,SUV - STANDARD,3.5,6,AS6,A,6,X,14.7,10.7,12.9,22,303
2016,FORD,Ford,FLEX AWD GTDI,AWD,SUV - STANDARD,3.5,6,AS6,A,6,X,15.7,11.2,13.7,21,322
2019,Ford,Ford,Mustang (Performance Pkg),2WD,SUBCOMPACT,2.3,4,M6,M,6,X,11.8,8.7,10.4,27,244
2019,Ford,Ford,Mustang Bullitt,2WD,SUBCOMPACT,5,8,M6,M,6,X,16.1,9.9,13.3,21,311
2011,FORD,Ford,MUSTANG CONV,2WD,SUBCOMPACT,3.7,6,A6,A,6,X,13.4,9.3,11.5,25,265
2012,FORD,Ford,MUSTANG CONV,2WD,SUBCOMPACT,3.7,6,A6,A,6,X,13.4,9.3,11.5,25,265
2013,FORD,Ford,MUSTANG CONVERTIBLE,2WD,SUBCOMPACT,3.7,6,A6,A,6,X,12.5,8.2,10.5,27,242
2014,FORD,Ford,MUSTANG CONVERTIBLE,2WD,SUBCOMPACT,3.7,6,A6,A,6,X,12.5,8.2,10.6,27,244
2015,FORD,Ford,MUSTANG CONVERTIBLE,2WD,SUBCOMPACT,2.3,4,AS6,A,6,X,11.6,7.9,9.9,29,228
2015,FORD,Ford,MUSTANG CONVERTIBLE,2WD,SUBCOMPACT,5,8,AS6,A,6,X,15.4,10,13,22,299
2016,FORD,Ford,FOCUS RS AWD,AWD,MID-SIZE,2.3,4,M6,M,6,Z,12.1,9.3,10.9,26,255
2016,FORD,Ford,MUSTANG CONVERTIBLE,2WD,SUBCOMPACT,2.3,4,AS6,A,6,X,11.6,8,10,28,234
2016,FORD,Ford,MUSTANG CONVERTIBLE,2WD,SUBCOMPACT,5,8,AS6,A,6,X,15.4,10,13,22,304
2017,FORD,Ford,MUSTANG CONVERTIBLE,2WD,SUBCOMPACT,2.3,4,AS6,A,6,X,11.8,8.3,10.2,28,239
2017,FORD,Ford,MUSTANG CONVERTIBLE,2WD,SUBCOMPACT,2.3,4,M6,M,6,X,11.2,8.7,10.1,28,237
2017,FORD,Ford,MUSTANG CONVERTIBLE,2WD,SUBCOMPACT,5,8,AS6,A,6,X,15.5,10.3,13.2,21,309
2016,FORD,Ford,FUSION AWD,AWD,MID-SIZE,2,4,AS6,A,6,X,10.8,7.5,9.3,30,220
2017,FORD,Ford,MUSTANG CONVERTIBLE,2WD,SUBCOMPACT,5,8,M6,M,6,X,16.7,10.2,13.8,20,324
2018,Ford,Ford,Mustang Convertible,2WD,SUBCOMPACT,2.3,4,AS10,A,10,X,11.8,8.2,10.2,28,238
2018,Ford,Ford,Mustang Convertible,2WD,SUBCOMPACT,2.3,4,M6,M,6,X,11.8,8.4,10.3,27,240
2018,Ford,Ford,Mustang Convertible,2WD,SUBCOMPACT,5,8,AS10,A,10,X,15.5,10,13.1,22,305
2019,Ford,Ford,Mustang Convertible,2WD,SUBCOMPACT,2.3,4,AS10,A,10,X,11.9,8.4,10.4,27,243
2019,Ford,Ford,Mustang Convertible,2WD,SUBCOMPACT,2.3,4,M6,M,6,X,11.8,8.4,10.3,27,241
2019,Ford,Ford,Mustang Convertible,2WD,SUBCOMPACT,5,8,AS10,A,10,X,15.4,9.7,12.9,22,302
2010,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,AS6,A,6,Z,11.6,8.6,10.2,28,235
2010,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,M5,M,5,Z,10.5,8.5,9.6,29,221
2010,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,M6,M,6,Z,11.1,8.5,9.9,29,228
2011,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,AS6,A,6,Z,11.5,8.6,10.2,28,235
2011,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,M5,M,5,Z,10.5,8.5,9.6,29,221
2011,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,M6,M,6,Z,11.1,8.5,9.9,29,228
2012,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,AS6,A,6,Z,11.5,8.5,10.1,28,232
2012,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,M5,M,5,Z,10.5,8.5,9.6,29,221
2012,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,M6,M,6,Z,11.1,8.5,9.9,29,228
2016,FORD,Ford,TAURUS AWD,AWD,FULL-SIZE,3.5,6,AS6,A,6,X,14.7,9.8,12.5,23,293
2016,FORD,Ford,TAURUS FFV AWD,AWD,FULL-SIZE,3.5,6,AS6,A,6,X,13.6,9.8,12.4,23,291
2016,FORD,Ford,TAURUS FFV AWD,AWD,FULL-SIZE,3.5,6,AS6,A,6,E,18.7,13.3,16.3,17,271
2013,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,AS6,A,6,Z,11.5,8.6,10.2,28,235
2013,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,M5,M,5,Z,10.5,8.5,9.6,29,221
2013,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,M6,M,6,Z,11.1,8.5,9.9,29,228
2014,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,AS6,A,6,Z,11.5,8.5,10.2,28,235
2014,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,M5,M,5,Z,10.5,8.5,9.6,29,221
2014,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,M6,M,6,Z,11.1,8.4,9.9,29,228
2015,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,AS6,A,6,Z,11.5,8.5,10.1,28,232
2015,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,M5,M,5,Z,10.5,8.5,9.6,29,221
2015,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,M6,M,6,Z,11.1,8.4,9.9,29,228
2016,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,AS6,A,6,Z,8.9,6.5,7.8,36,183
2017,MAZDA,MAZDA,MX-5,2WD,TWO-SEATER,2,4,AS6,A,6,Z,9,6.7,8,35,187
2016,GMC,GM,ACADIA AWD,AWD,SUV - STANDARD,3.6,6,A6,A,6,X,16.1,10.8,13.7,21,323
2018,Mazda,MAZDA,MX-5,2WD,TWO-SEATER,2,4,AS6,A,6,Z,9.1,6.8,8,35,188
2019,Mazda,MAZDA,MX-5,2WD,TWO-SEATER,2,4,AS6,A,6,Z,9,6.6,7.9,36,186
2016,MAZDA,MAZDA,MX-5 (SIL),2WD,TWO-SEATER,2,4,M6,M,6,Z,8.8,6.9,7.8,36,183
2017,MAZDA,MAZDA,MX-5 (SIL),2WD,TWO-SEATER,2,4,M6,M,6,Z,8.9,7.1,8.1,35,190
2016,GMC,GM,CANYON 4WD,4WD,PICKUP TRUCK - SMALL,2.5,4,A6,A,6,X,12.7,9.6,11.3,25,265
2016,GMC,GM,CANYON 4WD,4WD,PICKUP TRUCK - SMALL,2.8,4,A6,A,6,D,12,8.2,10.3,27,277
2016,GMC,GM,CANYON 4WD,4WD,PICKUP TRUCK - SMALL,3.6,6,A6,A,6,X,13.6,9.9,11.9,24,279
2018,Mazda,MAZDA,MX-5 (SIL),2WD,TWO-SEATER,2,4,M6,M,6,Z,8.9,7.1,8.1,35,189
2019,Mazda,MAZDA,MX-5 (SIL),2WD,TWO-SEATER,2,4,M6,M,6,Z,9,7,8.1,35,189
2019,Lincoln,Ford,Nautilus,2WD,SUV - SMALL,2,4,AS8,A,8,X,12,9.6,10.7,26,250
2019,Lincoln,Ford,Nautilus,2WD,SUV - SMALL,2.7,6,AS8,A,8,X,12.6,9.2,11,26,259
2012,PORSCHE,VW,NEW 911 CARRERA,2WD,MINICOMPACT,3.4,6,AS7,A,7,Z,11.5,8.2,10,28,230
2012,PORSCHE,VW,NEW 911 CARRERA,2WD,MINICOMPACT,3.4,6,M7,M,7,Z,12.5,8.6,10.7,26,246
2012,PORSCHE,VW,NEW 911 CARRERA CABRIOLET,2WD,MINICOMPACT,3.4,6,AS7,A,7,Z,11.6,8.3,10.1,28,232
2012,PORSCHE,VW,NEW 911 CARRERA CABRIOLET,2WD,MINICOMPACT,3.4,6,M7,M,7,Z,12.3,8.7,10.7,26,246
2016,GMC,GM,SIERRA 4WD,4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,A,6,X,15,10.7,13.1,22,307
2016,GMC,GM,SIERRA 4WD,4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,A,8,Z,16.3,11.6,14.2,20,332
2016,GMC,GM,SIERRA 4WD FFV,4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,A,6,X,14.2,10.7,12.6,22,296
2016,GMC,GM,SIERRA 4WD FFV,4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,A,6,E,20.3,15.3,18.1,16,301
2016,GMC,GM,SIERRA 4WD FFV,4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,A,6,X,15,10.7,13.1,22,306
2016,GMC,GM,SIERRA 4WD FFV,4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,A,6,E,20.5,14.4,17.8,16,295
2016,GMC,GM,SIERRA eASSIST 4WD,4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,A,8,X,14.4,11.2,13,22,304
2012,PORSCHE,VW,NEW 911 CARRERA S,2WD,MINICOMPACT,3.8,6,AS7,A,7,Z,12,8.7,10.5,27,242
2012,PORSCHE,VW,NEW 911 CARRERA S,2WD,MINICOMPACT,3.8,6,M7,M,7,Z,12.6,8.6,10.8,26,248
2012,PORSCHE,VW,NEW 911 CARRERA S CABRIOLET,2WD,MINICOMPACT,3.8,6,AS7,A,7,Z,12.3,8.7,10.7,26,246
2012,PORSCHE,VW,NEW 911 CARRERA S CABRIOLET,2WD,MINICOMPACT,3.8,6,M7,M,7,Z,12.7,8.8,10.9,26,251
2016,GMC,GM,TERRAIN AWD,AWD,SUV - SMALL,2.4,4,A6,A,6,X,11.5,8.2,10,28,235
2016,GMC,GM,TERRAIN AWD,AWD,SUV - SMALL,3.6,6,A6,A,6,X,14.9,10.1,12.8,22,300
2010,VOLKSWAGEN,VW,NEW BEETLE,2WD,SUBCOMPACT,2.5,5,AS6,A,6,X,11.8,8.1,10.1,28,232
2010,VOLKSWAGEN,VW,NEW BEETLE,2WD,SUBCOMPACT,2.5,5,M5,M,5,X,11.8,8.5,10.3,27,237
2010,VOLKSWAGEN,VW,NEW BEETLE CONVERTIBLE,2WD,SUBCOMPACT,2.5,5,AS6,A,6,X,11.9,8.3,10.3,27,237
2016,GMC,GM,YUKON 4WD,4WD,SUV - STANDARD,5.3,8,A6,A,6,X,15.2,10.8,13.2,21,310
2016,GMC,GM,YUKON 4WD,4WD,SUV - STANDARD,6.2,8,A8,A,8,Z,15.9,11.1,13.8,20,323
2016,GMC,GM,YUKON 4WD FFV,4WD,SUV - STANDARD,5.3,8,A6,A,6,X,15.2,10.8,13.2,21,310
2016,GMC,GM,YUKON 4WD FFV,4WD,SUV - STANDARD,5.3,8,A6,A,6,E,20.9,14.5,18,16,300
2010,VOLKSWAGEN,VW,NEW BEETLE CONVERTIBLE,2WD,SUBCOMPACT,2.5,5,M5,M,5,X,11.6,8.5,10.2,28,235
2017,JEEP,FCA,NEW COMPASS,2WD,SUV - SMALL,2.4,4,A6,A,6,X,10.6,7.6,9.3,30,218
2017,JEEP,FCA,NEW COMPASS,2WD,SUV - SMALL,2.4,4,M6,M,6,X,10.4,7.3,9,31,211
2016,GMC,GM,YUKON XL 4WD,4WD,SUV - STANDARD,5.3,8,A6,A,6,X,15.4,10.8,13.3,21,312
2016,GMC,GM,YUKON XL 4WD,4WD,SUV - STANDARD,6.2,8,A8,A,8,Z,16.4,11.7,14.3,20,334
2016,GMC,GM,YUKON XL 4WD FFV,4WD,SUV - STANDARD,5.3,8,A6,A,6,X,15.4,10.8,13.3,21,312
2016,GMC,GM,YUKON XL 4WD FFV,4WD,SUV - STANDARD,5.3,8,A6,A,6,E,22.2,15.3,19.1,15,317
2017,KIA,Hyundai,NIRO,2WD,STATION WAGON - SMALL,1.6,4,AM6,A,6,X,4.6,5.1,4.8,59,114
2018,Kia,Hyundai,Niro,2WD,STATION WAGON - SMALL,1.6,4,AM6,A,6,X,4.6,5.1,4.8,59,114
2019,Kia,Hyundai,Niro,2WD,STATION WAGON - SMALL,1.6,4,AM6,A,6,X,4.6,5.1,4.8,59,114
2017,KIA,Hyundai,NIRO FE,2WD,STATION WAGON - SMALL,1.6,4,AM6,A,6,X,4.5,4.8,4.7,60,110
2018,Kia,Hyundai,Niro FE,2WD,STATION WAGON - SMALL,1.6,4,AM6,A,6,X,4.5,4.8,4.7,60,110
2019,Kia,Hyundai,Niro FE,2WD,STATION WAGON - SMALL,1.6,4,AM6,A,6,X,4.5,4.8,4.7,60,110
2017,KIA,Hyundai,NIRO TOURING,2WD,STATION WAGON - SMALL,1.6,4,AM6,A,6,X,5.1,5.8,5.4,52,129
2018,Kia,Hyundai,Niro Touring,2WD,STATION WAGON - SMALL,1.6,4,AM6,A,6,X,5.1,5.8,5.4,52,129
2019,Kia,Hyundai,Niro Touring,2WD,STATION WAGON - SMALL,1.6,4,AM6,A,6,X,5.1,5.8,5.4,52,129
2017,ACURA,Honda,NSX,2WD,TWO-SEATER,3.5,6,AM9,A,9,Z,11.1,10.8,11,26,261
2018,Acura,Honda,NSX,2WD,TWO-SEATER,3.5,6,AM9,A,9,Z,11.1,10.8,11,26,261
2019,Acura,Honda,NSX,2WD,TWO-SEATER,3.5,6,AM9,A,9,Z,11.1,10.8,11,26,261
2013,NISSAN,Renault-Nissan,NV200 CARGO VAN,2WD,SPECIAL PURPOSE VEHICLE,2,4,AV,AV,V,X,10,8.5,9.3,30,214
2016,HONDA,Honda,CR-V AWD,AWD,SUV - SMALL,2.4,4,AV,AV,V,X,9.5,7.5,8.6,33,202
2014,NISSAN,Renault-Nissan,NV200 CARGO VAN,2WD,SPECIAL PURPOSE VEHICLE,2,4,AV,AV,V,X,10,8.5,9.3,30,214
2015,NISSAN,Renault-Nissan,NV200 CARGO VAN,2WD,SPECIAL PURPOSE VEHICLE,2,4,AV,AV,V,X,9.7,9,9.4,30,216
2016,NISSAN,Renault-Nissan,NV200 CARGO VAN,2WD,SPECIAL PURPOSE VEHICLE,2,4,AV,AV,V,X,9.7,9,9.4,30,220
2017,NISSAN,Renault-Nissan,NV200 CARGO VAN,2WD,SPECIAL PURPOSE VEHICLE,2,4,AV,AV,V,X,9.8,9,9.4,30,220
2018,Nissan,Renault-Nissan,NV200 Cargo Van,2WD,SPECIAL PURPOSE VEHICLE,2,4,AV,AV,V,X,9.8,8.8,9.3,30,218
2019,Nissan,Renault-Nissan,NV200 Cargo Van,2WD,SPECIAL PURPOSE VEHICLE,2,4,AV,AV,V,X,9.8,8.8,9.3,30,218
2010,HONDA,Honda,ODYSSEY,2WD,MINIVAN,3.5,6,A5,A,5,X,14.9,10.1,12.7,22,292
2011,HONDA,Honda,ODYSSEY,2WD,MINIVAN,3.5,6,A5,A,5,X,13.2,8.6,11.1,25,255
2016,HONDA,Honda,HR-V AWD,AWD,SUV - SMALL,1.8,4,AV,AV,V,X,8.8,7.2,8.1,35,190
2016,HONDA,Honda,HR-V AWD,AWD,SUV - SMALL,1.8,4,AV7,AV,V,X,8.8,7.2,8.1,35,190
2012,HONDA,Honda,ODYSSEY,2WD,MINIVAN,3.5,6,A5,A,5,X,13.2,8.6,11.1,25,255
2013,HONDA,Honda,ODYSSEY,2WD,MINIVAN,3.5,6,A5,A,5,X,13.2,8.6,11.1,25,255
2016,HONDA,Honda,PILOT AWD,AWD,SUV - SMALL,3.5,6,A6,A,6,X,13,9.3,11.3,25,265
2016,HONDA,Honda,PILOT AWD,AWD,SUV - SMALL,3.5,6,AS9,A,9,X,12.4,9.3,11,26,257
2014,HONDA,Honda,ODYSSEY,2WD,MINIVAN,3.5,6,A6,A,6,X,12.3,8.5,10.6,27,244
2015,HONDA,Honda,ODYSSEY,2WD,MINIVAN,3.5,6,A6,A,6,X,12.3,8.5,10.6,27,244
2016,HONDA,Honda,ODYSSEY,2WD,MINIVAN,3.5,6,A6,A,6,X,12.3,8.5,10.6,27,250
2017,HONDA,Honda,ODYSSEY,2WD,MINIVAN,3.5,6,A6,A,6,X,12.3,8.6,10.7,26,251
2018,Honda,Honda,Odyssey,2WD,MINIVAN,3.5,6,AS9,A,9,X,12.6,8.4,10.7,26,252
2019,Honda,Honda,Odyssey,2WD,MINIVAN,3.5,6,AS9,A,9,X,12.6,8.4,10.7,26,252
2010,HONDA,Honda,ODYSSEY EX-L/TOURING,2WD,MINIVAN,3.5,6,A5,A,5,X,13.8,9.3,11.8,24,271
2011,HONDA,Honda,ODYSSEY TOURING,2WD,MINIVAN,3.5,6,A6,A,6,X,12.3,8.5,10.6,27,244
2012,HONDA,Honda,ODYSSEY TOURING,2WD,MINIVAN,3.5,6,A6,A,6,X,12.3,8.5,10.6,27,244
2016,HYUNDAI,Hyundai,GENESIS AWD,AWD,FULL-SIZE,3.8,6,AS8,A,8,X,14.4,9.4,12.1,23,285
2016,HYUNDAI,Hyundai,GENESIS AWD,AWD,FULL-SIZE,5,8,AS8,A,8,Z,17.3,10.5,14.2,20,332
2013,HONDA,Honda,ODYSSEY TOURING,2WD,MINIVAN,3.5,6,A6,A,6,X,12.3,8.5,10.6,27,244
2018,Honda,Honda,Odyssey Touring,2WD,MINIVAN,3.5,6,AS10,A,10,X,12.2,8.5,10.6,27,247
2019,Honda,Honda,Odyssey Touring,2WD,MINIVAN,3.5,6,AS10,A,10,X,12.2,8.5,10.6,27,247
2016,HYUNDAI,Hyundai,SANTA FE AWD,AWD,SUV - SMALL,3.3,6,AS6,A,6,X,13,9.7,11.5,25,269
2011,KIA,Hyundai,OPTIMA,2WD,MID-SIZE,2,4,AS6,A,6,X,10.5,7,8.9,32,205
2016,HYUNDAI,Hyundai,SANTA FE SPORT AWD,AWD,SUV - SMALL,2,4,AS6,A,6,X,12.9,9.7,11.5,25,266
2016,HYUNDAI,Hyundai,SANTA FE SPORT AWD,AWD,SUV - SMALL,2.4,4,AS6,A,6,X,12.5,9.3,11.1,25,257
2016,HYUNDAI,Hyundai,SANTA FE ULTIMATE AWD,AWD,SUV - SMALL,3.3,6,AS6,A,6,X,13.9,10.8,12.5,23,295
2011,KIA,Hyundai,OPTIMA,2WD,MID-SIZE,2.4,4,AS6,A,6,X,10,7,8.6,33,198
2011,KIA,Hyundai,OPTIMA,2WD,MID-SIZE,2.4,4,M6,M,6,X,10,6.8,8.6,33,198
2012,KIA,Hyundai,OPTIMA,2WD,MID-SIZE,2,4,AS6,A,6,X,10.5,7,8.9,32,205
2012,KIA,Hyundai,OPTIMA,2WD,MID-SIZE,2.4,4,AS6,A,6,X,9.9,6.7,8.5,33,196
2012,KIA,Hyundai,OPTIMA,2WD,MID-SIZE,2.4,4,M6,M,6,X,10,6.8,8.6,33,198
2013,KIA,Hyundai,OPTIMA,2WD,MID-SIZE,2,4,AS6,A,6,X,10.5,7,8.9,32,205
2016,HYUNDAI,Hyundai,TUCSON AWD,AWD,SUV - SMALL,1.6,4,AM7,A,7,X,9.9,8.4,9.2,31,219
2016,HYUNDAI,Hyundai,TUCSON AWD,AWD,SUV - SMALL,2,4,AS6,A,6,X,11,9,10.1,28,240
